Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Class
23,1,12,13,7,0,3,13,2
4,4,2,4,5,5,0,2,2
23,10,11,0,6,4,7,2,2
56,27,4,2,2,5,17,5,2
19,3,14,8,2,1,6,14,2
12,1,2,5,5,1,12,15,2
24,10,9,4,2,5,16,26,2
8,7,7,2,2,1,1,8,2
1,45,7,3,3,2,1,3,2
15,18,4,11,6,2,0,25,2
74,22,1,13,9,0,8,33,2
12,7,8,7,8,6,9,4,2
3,10,14,16,0,0,0,0,2
13,20,5,1,2,5,3,0,2
31,10,8,3,1,0,4,0,2
15,13,7,9,5,1,5,9,2
1,40,8,5,1,2,2,8,2
9,16,1,10,7,6,1,10,2
64,9,34,19,7,9,14,30,2
11,9,7,16,4,4,2,18,2
15,15,7,14,8,4,4,12,2
4,21,6,0,1,5,5,0,2
2,21,4,5,2,6,0,16,2
22,12,4,4,4,4,1,33,2
9,14,3,3,5,1,1,29,2
22,12,3,2,2,6,4,25,2
3,4,5,0,5,2,3,15,2
17,6,2,7,1,2,9,12,2
17,9,11,9,3,4,3,12,2
19,4,6,5,1,3,1,4,2
1,17,11,9,2,3,4,1,2
30,52,17,3,2,2,5,9,2
64,41,7,4,1,1,7,14,2
40,14,8,0,5,2,10,10,2
23,4,9,3,9,4,11,8,2
15,7,3,1,0,4,3,13,2
32,78,8,10,7,2,4,15,2
16,8,9,4,1,0,2,26,2
2,15,1,5,8,6,4,19,2
29,2,14,1,3,2,5,18,2
34,26,1,4,4,7,14,4,2
13,20,13,18,6,3,14,12,2
4,17,8,5,9,4,2,8,2
0,24,3,12,13,6,3,1,2
18,37,9,6,2,0,1,0,2
7,17,11,7,3,0,7,0,2
20,13,25,16,2,2,0,9,2
84,69,12,16,6,3,9,12,2
6,22,6,6,6,4,3,18,2
7,1,5,4,1,1,1,7,2
13,1,19,7,3,3,6,2,2
35,38,7,7,2,9,10,14,2
9,3,12,1,2,3,11,9,2
2,4,5,7,5,7,8,2,2
2,3,5,10,10,3,2,9,2
10,1,8,15,12,3,1,14,2
8,16,1,2,8,4,2,10,2
19,5,9,15,1,5,5,1,2
49,30,7,4,1,0,9,2,2
47,8,6,2,2,4,2,2,2
7,10,2,6,6,2,3,7,2
2,12,6,8,4,1,1,7,2
4,26,9,13,8,0,14,6,2
43,27,11,5,0,2,2,3,2
19,36,3,6,1,1,6,4,2
23,25,10,7,6,3,5,19,2
6,8,5,8,0,3,14,3,2
15,9,11,11,3,6,1,17,2
4,17,6,28,13,5,4,9,2
1,12,7,16,12,1,3,2,2
0,8,5,1,1,3,6,33,2
18,14,8,1,4,0,4,1,2
12,83,14,7,2,1,2,27,2
6,36,5,7,11,2,12,15,2
16,4,8,11,2,1,7,15,2
39,11,2,19,9,2,1,15,2
21,33,10,0,3,4,4,6,2
5,7,8,6,9,3,5,6,2
2,11,2,0,5,2,5,1,2
1,12,5,4,5,1,5,5,2
87,78,1,10,2,0,3,5,2
13,7,9,5,1,3,13,4,2
14,22,21,11,7,6,20,0,2
1,8,2,11,1,3,5,4,2
8,0,6,18,6,1,0,8,2
1,34,3,9,1,1,0,5,2
10,17,14,14,4,0,4,1,2
2,2,2,3,1,3,1,5,2
13,4,3,10,7,1,7,1,2
15,11,16,31,26,11,9,12,2
28,14,4,1,2,1,20,12,2
6,6,7,8,4,0,5,14,2
5,6,5,7,1,6,1,3,2
13,11,28,17,11,3,28,11,2
30,4,14,8,8,2,1,27,2
9,36,18,10,0,3,3,4,2
49,111,10,10,1,5,4,1,2
42,38,3,3,3,5,14,11,2
9,55,15,6,3,4,5,6,2
1,6,4,18,10,4,3,9,2
6,17,13,14,3,2,7,8,2
16,27,17,20,11,4,1,0,2
5,12,1,15,13,4,2,10,2
13,7,5,10,7,4,5,5,2
1,23,3,9,7,4,0,1,2
8,9,7,11,1,6,1,19,2
4,3,9,21,5,2,6,2,2
6,28,13,12,13,4,13,4,2
17,10,16,12,9,2,4,36,2
2,25,1,6,0,0,5,6,2
22,1,14,7,8,6,4,0,2
22,18,3,1,2,3,9,6,2
31,6,1,1,3,2,4,6,2
28,11,3,11,14,1,2,10,2
21,20,1,7,5,5,4,18,2
10,7,13,9,4,2,2,7,2
1,20,2,5,2,1,0,1,2
17,10,1,3,4,1,4,5,2
28,10,6,6,3,2,10,6,2
25,17,5,2,2,4,8,3,2
7,1,3,4,4,4,8,12,2
1,13,9,17,10,1,12,6,2
26,37,3,4,2,1,0,1,2
15,6,2,6,4,2,6,3,2
10,0,3,3,0,1,1,7,2
19,22,11,9,10,2,10,6,2
9,25,28,26,6,6,0,1,2
29,70,3,6,7,5,2,20,2
72,14,4,8,6,4,5,13,2
44,24,7,9,3,0,7,8,2
7,14,14,3,2,1,7,21,2
2,13,18,5,1,5,10,2,2
31,22,11,7,9,5,13,9,2
28,15,8,20,9,5,10,10,2
3,12,10,19,0,1,2,5,2
8,18,14,14,1,2,10,1,2
8,17,10,7,3,0,1,2,2
9,6,6,1,2,3,7,4,2
42,30,8,5,2,3,3,12,2
1,14,0,8,3,3,0,0,2
4,14,2,18,12,6,0,2,2
14,1,1,17,10,3,5,3,2
10,42,15,21,11,5,6,1,2
7,12,0,2,1,2,4,4,2
9,25,3,8,11,2,4,7,2
14,10,0,2,2,1,6,4,2
5,8,5,9,0,2,5,19,2
25,15,9,12,7,5,15,18,2
105,58,6,3,4,2,3,20,2
65,9,4,7,3,3,2,20,2
18,5,4,1,1,5,1,3,2
7,6,2,12,6,0,9,1,2
9,9,3,6,5,1,5,3,2
38,6,4,13,3,3,3,17,2
26,31,5,1,5,0,0,6,2
15,2,5,9,6,0,1,1,2
17,5,4,5,4,3,1,13,2
25,26,6,10,6,10,11,8,2
21,18,5,4,7,1,6,8,2
19,24,14,4,1,4,11,15,2
4,1,11,16,11,5,4,18,2
8,10,0,8,3,1,11,23,2
1,5,0,12,4,2,6,5,2
9,11,9,7,1,1,1,1,2
30,26,1,8,1,0,15,5,2
33,31,8,10,4,1,2,6,2
49,59,9,8,12,0,4,26,2
59,66,15,4,6,1,7,9,2
48,20,4,10,11,3,9,15,2
23,4,2,3,2,0,9,0,2
3,2,4,1,6,6,8,1,2
16,6,2,1,2,0,3,4,2
12,10,5,4,4,2,5,2,2
21,10,4,7,1,2,8,6,2
11,11,15,8,3,3,2,5,2
0,2,2,5,8,4,4,6,2
4,22,9,7,8,2,5,1,2
19,12,8,1,6,1,1,2,2
5,34,4,2,2,1,3,2,2
6,4,6,4,5,0,5,17,2
16,0,0,4,2,5,0,6,2
13,20,7,5,4,2,8,11,2
29,1,3,1,0,2,1,2,2
22,18,10,7,3,1,4,9,2
11,20,6,5,0,1,1,4,2
5,26,6,14,2,0,6,9,2
74,71,3,13,5,1,4,8,2
4,23,24,18,2,3,6,6,2
26,4,11,2,5,4,1,6,2
11,18,3,8,3,5,2,2,2
5,4,9,16,6,3,4,6,2
20,5,2,9,10,2,12,12,2
5,21,6,3,2,7,8,14,2
2,3,10,4,5,4,1,8,2
11,24,2,9,11,2,5,4,2
4,11,6,7,1,2,4,8,2
1,8,9,12,4,1,5,7,2
2,1,9,1,2,3,8,9,2
14,20,0,1,2,5,8,1,2
39,7,10,5,0,1,6,2,2
38,7,1,0,5,1,3,4,2
82,66,30,5,4,5,6,12,2
11,9,12,34,16,7,25,11,2
13,16,9,4,2,1,16,0,2
7,1,6,15,10,4,2,12,2
6,9,13,2,2,2,0,8,2
27,17,6,7,2,0,3,16,2
3,2,3,7,8,2,3,4,2
14,2,6,3,2,1,1,21,2
18,27,12,14,12,5,9,12,2
9,5,4,2,3,3,0,11,2
19,12,1,6,3,3,2,13,2
25,0,4,8,1,1,6,20,2
4,23,6,10,8,1,6,15,2
3,16,5,6,1,1,4,0,2
8,8,13,3,2,0,13,0,2
36,21,7,12,9,1,9,1,2
58,22,2,2,4,6,37,18,2
19,12,9,3,1,2,25,15,2
34,1,1,5,0,2,6,42,2
21,34,13,16,10,6,7,28,2
41,51,15,20,14,3,9,11,2
1,21,13,2,7,3,5,18,2
29,1,5,5,1,7,11,25,2
2,10,6,2,3,1,3,3,2
24,6,17,4,2,4,7,5,2
20,15,12,3,4,6,6,9,2
12,12,3,6,10,5,0,2,2
13,4,3,24,13,6,0,4,2
25,14,14,8,6,2,8,18,2
17,16,6,5,4,0,1,15,2
59,63,5,4,6,4,2,13,2
18,4,16,25,8,5,0,7,2
5,3,5,5,0,3,0,11,2
18,8,1,6,11,7,3,4,2
0,0,22,4,6,0,8,20,2
11,6,18,5,7,5,8,10,2
26,12,2,5,3,1,5,0,2
7,4,2,10,2,6,11,8,2
25,32,3,8,20,1,1,3,2
1,1,3,5,7,4,0,1,2
20,21,10,3,0,1,0,12,2
9,14,4,1,1,1,8,7,2
26,25,3,7,0,0,0,5,2
44,50,1,14,6,7,3,0,2
81,79,3,14,14,8,9,8,2
17,29,7,1,1,0,7,4,2
9,16,6,7,1,3,1,8,2
28,12,14,20,6,3,2,29,2
56,21,3,7,5,2,1,15,2
3,7,2,3,2,2,8,10,2
12,6,2,4,1,8,1,10,2
28,0,3,1,2,1,2,10,2
38,25,6,1,4,0,4,9,2
7,3,6,12,4,2,3,2,2
6,1,5,7,3,2,9,6,2
10,4,7,9,19,11,5,9,2
1,12,7,14,7,1,10,24,2
4,4,3,9,5,1,13,8,2
2,4,3,11,7,3,4,8,2
6,9,11,12,7,0,6,39,2
29,0,18,18,9,3,4,10,2
35,14,8,1,1,0,1,5,2
16,32,9,8,6,8,8,10,2
83,49,3,9,0,4,4,3,2
63,53,3,2,2,3,16,35,2
18,25,1,6,0,3,8,14,2
3,7,16,13,2,1,2,3,2
24,13,4,9,5,1,11,10,2
9,5,3,15,12,8,17,13,2
10,2,2,9,2,4,7,3,2
13,0,1,2,4,7,4,14,2
13,1,11,0,1,2,10,0,2
18,9,10,5,6,1,7,11,2
17,8,5,7,3,7,8,2,2
13,8,1,5,8,7,19,25,2
26,54,1,5,3,1,24,32,2
24,24,2,10,4,1,7,23,2
29,29,14,23,13,2,3,1,2
66,6,9,10,6,1,1,11,2
8,25,2,18,20,13,20,18,2
2,13,8,7,4,1,4,2,2
25,13,2,5,4,3,2,6,2
17,21,12,1,2,3,2,7,2
15,6,11,8,11,6,1,13,2
1,23,14,10,5,3,9,10,2
9,9,4,11,4,0,8,14,2
20,25,5,7,15,7,6,1,2
7,29,11,3,2,2,4,5,2
22,27,5,17,11,9,7,34,2
9,4,3,6,2,5,14,1,2
8,8,11,1,11,0,20,9,2
14,6,22,14,0,2,2,2,2
84,30,9,5,5,2,1,17,2
35,38,23,4,1,3,11,18,2
7,1,3,2,1,1,13,6,2
7,14,2,12,4,1,2,9,2
5,24,5,3,1,5,16,14,2
22,25,10,7,3,1,0,4,2
16,29,20,3,1,4,5,23,2
23,37,18,4,7,3,5,22,2
5,18,27,8,2,4,1,4,2
6,4,0,7,9,4,4,4,2
4,2,2,9,5,3,5,5,2
6,5,8,2,4,2,5,1,2
41,22,7,1,4,3,4,12,2
1,14,9,13,8,6,2,7,2
16,12,19,22,12,9,0,9,2
3,9,2,6,0,2,7,10,2
14,16,1,3,4,4,10,1,2
71,43,19,9,0,2,12,9,2
14,2,6,11,1,2,6,3,2
8,9,20,4,2,2,7,12,2
13,14,13,12,10,4,1,7,2
30,15,3,2,1,3,5,2,2
18,22,4,3,12,1,1,12,2
7,5,8,8,0,0,6,7,2
16,29,10,5,2,6,14,4,2
12,12,17,8,5,1,6,13,2
18,30,1,2,1,2,3,6,2
12,4,4,9,0,5,15,3,2
18,8,6,12,10,7,9,8,2
45,64,8,19,7,1,1,18,2
77,90,33,21,8,2,11,14,2
16,14,6,4,1,0,4,13,2
19,16,0,8,4,7,14,9,2
45,55,8,9,7,5,7,8,2
31,21,28,6,5,7,16,7,2
8,13,17,12,3,1,9,0,2
4,26,24,34,21,8,7,12,2
6,10,1,2,3,5,12,15,2
12,15,22,12,6,10,5,4,2
8,11,16,17,9,4,8,6,2
9,12,9,20,15,5,7,3,2
19,7,2,3,9,3,2,2,2
10,10,1,2,4,1,2,20,2
0,9,8,9,7,6,0,36,2
8,13,2,14,5,8,11,18,2
4,5,10,9,10,7,14,5,2
45,9,17,17,7,1,3,3,2
32,21,16,2,10,12,13,22,2
23,30,10,1,1,3,2,1,2
7,10,1,9,9,4,1,3,2
26,19,2,2,6,4,6,21,2
10,7,6,0,2,6,2,8,2
7,60,12,15,9,4,9,7,2
42,14,1,1,2,6,8,6,2
3,2,13,11,1,3,6,4,2
16,1,11,0,2,1,0,11,2
7,41,17,7,6,3,1,6,2
10,2,10,1,1,1,0,4,2
2,28,17,15,12,5,2,3,2
5,28,3,4,3,3,2,12,2
44,13,3,2,12,0,1,35,2
31,15,1,3,6,4,8,18,2
8,19,8,1,0,2,5,4,2
6,7,9,1,1,2,8,3,2
6,13,7,5,2,4,11,12,2
64,53,6,1,4,6,5,21,2
4,27,1,4,2,5,5,3,2
11,6,0,11,2,1,12,7,2
8,12,11,18,12,5,8,0,2
8,6,6,17,12,2,5,4,2
2,5,3,0,8,4,1,2,2
33,1,14,9,2,0,1,10,2
81,5,1,2,4,7,18,48,2
18,7,10,6,1,6,24,18,2
1,1,7,1,6,2,10,0,2
20,7,14,4,0,1,12,2,2
13,21,11,9,2,1,6,5,2
28,15,2,1,6,0,3,3,2
24,7,7,2,7,1,2,22,2
26,30,4,1,7,5,9,5,2
17,7,6,2,3,1,3,6,2
10,12,2,14,13,2,1,3,2
1,5,10,2,1,2,7,10,2
13,2,6,5,9,6,1,4,2
19,23,8,5,3,3,4,2,2
69,66,28,3,4,4,6,7,2
8,24,16,14,3,3,3,15,2
1,52,25,37,15,7,10,7,2
3,11,4,4,1,8,1,0,2
13,32,0,3,2,1,22,8,2
6,21,0,0,8,4,3,25,2
10,10,3,12,5,1,6,19,2
16,0,16,1,1,0,5,7,2
6,26,10,12,7,1,4,6,2
3,16,7,0,5,4,5,1,2
6,18,7,4,1,5,1,0,2
23,8,5,8,0,2,2,3,2
1,12,5,7,10,0,4,2,2
14,7,13,9,10,3,7,2,2
3,18,13,8,3,1,4,6,2
1,21,10,4,1,3,4,5,2
11,15,4,4,1,2,1,3,2
2,2,7,3,4,2,2,3,2
2,4,0,1,3,3,10,10,2
35,20,3,12,1,1,11,44,2
35,34,4,2,4,5,26,42,2
54,57,14,2,1,3,14,10,2
11,10,21,25,18,9,8,10,2
14,16,12,18,10,1,8,7,2
19,20,9,1,2,0,11,12,2
17,13,6,13,4,2,8,5,2
9,15,10,12,3,1,9,10,2
14,21,21,11,4,2,3,14,2
0,15,6,4,1,4,2,13,2
23,12,1,8,4,2,2,3,2
17,6,10,9,6,1,1,6,2
29,22,5,6,14,6,1,0,2
17,6,11,10,2,2,12,9,2
9,29,4,2,8,1,1,15,2
2,27,4,0,1,4,6,15,2
20,18,14,9,2,4,15,16,2
3,4,6,9,10,7,7,2,2
27,4,5,1,3,4,15,21,2
12,1,2,1,8,1,1,5,2
2,22,1,3,13,9,9,1,2
13,39,18,7,2,0,10,22,2
3,14,8,12,6,7,1,4,2
5,23,12,2,5,1,1,5,2
6,12,2,2,2,4,4,8,2
13,27,8,4,4,0,4,7,2
7,6,7,5,6,2,14,15,2
3,5,4,6,2,6,10,12,2
12,9,7,6,4,3,1,6,2
12,12,4,6,0,2,3,8,2
0,2,2,8,2,5,4,15,2
10,13,17,15,14,4,8,23,2
36,28,9,24,13,5,22,28,2
6,20,0,5,3,1,5,4,2
68,49,15,3,2,1,16,16,2
11,10,3,7,6,3,12,4,2
1,14,5,8,6,6,4,18,2
11,3,2,5,7,3,0,13,2
8,42,2,12,3,1,4,6,2
1,17,1,5,5,1,10,11,2
26,5,4,2,1,1,9,0,2
5,29,8,7,2,1,3,3,2
12,21,9,7,5,4,8,2,2
7,14,3,10,9,3,12,17,2
18,23,0,0,3,3,4,6,2
10,13,8,1,2,5,4,1,2
9,10,4,7,2,2,11,14,2
5,5,9,6,6,5,9,8,2
38,16,9,1,7,2,12,10,2
1,12,4,0,2,0,1,5,2
20,3,13,2,1,5,2,22,2
7,1,5,2,0,2,3,8,2
25,3,14,8,5,3,1,10,2
18,5,6,4,13,2,11,6,2
30,40,8,16,15,8,1,12,2
8,0,2,5,4,5,9,10,2
9,28,15,19,14,13,27,12,2
22,5,12,19,8,5,2,4,2
21,16,3,14,9,1,1,2,2
30,25,15,0,1,1,4,13,2
15,10,10,4,2,1,7,14,2
9,6,3,0,4,1,2,15,2
16,6,5,2,6,0,9,17,2
1,29,2,18,14,1,4,3,2
3,9,14,8,6,7,4,36,2
11,15,8,9,0,0,5,14,2
62,37,6,9,8,4,5,11,2
65,26,22,12,9,6,4,10,2
41,45,21,13,7,2,11,6,2
21,13,1,4,1,0,4,5,2
12,8,6,2,2,0,6,14,2
31,30,13,18,15,1,5,31,2
32,71,16,7,6,8,4,5,2
9,29,14,5,2,1,0,18,2
1,7,4,2,1,4,4,3,2
15,2,3,2,2,2,6,19,2
34,27,15,23,10,4,2,12,2
14,9,3,22,17,2,0,33,2
10,57,15,9,13,4,5,38,2
2,17,3,8,2,4,1,18,2
40,40,6,10,3,1,3,7,2
54,48,9,6,14,7,2,17,2
12,0,6,5,1,0,0,6,2
5,13,11,3,2,1,1,5,2
18,34,15,3,2,3,3,6,2
42,6,5,7,2,1,4,11,2
5,19,2,2,2,0,5,13,2
1,14,4,0,1,5,13,13,2
7,37,18,21,15,6,3,11,2
2,18,4,4,7,1,10,14,2
4,24,15,8,5,4,6,6,2
22,44,11,2,7,0,5,9,2
12,3,6,2,2,5,17,23,2
26,6,1,2,7,3,20,21,2
12,4,7,6,4,0,4,7,2
6,19,3,14,5,5,25,16,2
6,7,3,1,3,6,7,5,2
74,2,0,3,3,1,5,26,2
24,7,9,11,3,2,2,1,2
56,30,11,22,3,2,0,7,2
12,11,10,10,4,1,0,10,2
74,1,23,24,4,3,7,38,2
14,8,11,9,3,0,8,7,2
5,3,15,4,6,7,2,5,2
7,23,3,6,2,1,13,5,2
29,4,8,3,3,6,5,17,2
3,10,5,9,10,6,19,14,2
13,18,4,2,3,5,1,10,2
12,6,16,6,5,4,0,2,2
2,26,7,11,4,4,3,0,2
20,28,11,14,12,6,7,4,2
10,31,8,7,6,2,6,2,2
20,8,2,15,4,5,17,1,2
9,32,10,12,3,2,0,34,2
16,3,3,6,2,4,5,5,2
28,12,3,24,7,4,4,0,2
35,3,1,3,2,7,17,31,2
25,29,4,19,3,2,15,44,2
16,24,19,6,4,5,13,16,2
4,15,2,11,15,11,18,8,2
1,3,2,4,6,4,8,0,2
25,5,3,3,6,1,2,21,2
24,14,0,4,6,1,3,18,2
1,35,1,13,5,0,5,8,2
5,25,6,11,3,2,2,1,2
24,22,30,28,15,8,6,7,2
11,7,8,19,10,3,0,14,2
77,42,8,1,2,1,6,27,2
27,0,0,7,0,0,6,7,2
11,25,5,3,5,5,0,11,2
26,37,15,19,7,5,1,9,2
2,9,0,1,1,2,0,21,2
48,1,4,3,2,0,12,13,2
11,11,5,0,2,2,9,11,2
27,29,1,8,13,8,1,25,2
5,1,7,13,5,1,0,1,2
13,70,23,24,8,1,6,10,2
15,10,5,6,6,2,10,7,2
16,7,8,16,8,3,17,23,2
79,31,22,15,12,1,0,38,2
1,6,19,10,4,1,3,3,2
30,5,10,1,2,6,7,9,2
2,3,3,7,6,5,21,5,2
8,30,12,12,11,2,20,14,2
2,20,23,4,3,1,10,2,2
22,26,9,1,6,5,12,14,2
5,21,1,6,6,7,5,11,2
0,2,10,11,11,3,5,5,2
15,1,26,27,10,5,1,19,2
42,15,8,11,14,1,4,25,2
7,15,5,2,0,4,3,0,2
14,20,3,1,3,2,5,1,2
22,11,9,10,2,1,1,8,2
27,8,3,1,1,4,4,7,2
0,52,9,12,5,2,1,11,2
19,16,6,3,1,2,1,2,2
62,61,5,2,2,1,1,2,2
8,5,9,1,4,2,7,3,2
15,5,12,9,2,3,15,18,2
11,8,6,23,7,1,19,36,2
26,6,14,4,2,3,20,13,2
24,15,5,4,4,3,2,8,2
2,14,7,2,5,5,6,15,2
5,18,4,7,1,3,17,31,2
32,27,14,5,5,1,4,26,2
33,8,1,8,6,2,11,3,2
51,4,5,6,4,3,11,6,2
3,12,1,5,0,0,3,3,2
17,70,16,9,3,4,12,7,2
29,26,10,9,1,3,1,7,2
18,6,17,2,1,1,2,5,2
65,72,31,23,15,4,1,0,2
18,24,3,5,2,3,12,9,2
11,11,10,3,2,3,3,37,2
6,9,8,15,4,1,11,40,2
26,30,2,8,4,5,10,14,2
6,28,13,2,2,3,2,5,2
12,10,0,1,4,1,4,6,2
15,10,5,7,4,4,18,25,2
13,26,6,0,7,3,3,4,2
9,9,0,6,1,3,0,3,2
28,19,21,28,10,5,5,5,2
14,11,7,24,14,4,14,4,2
11,1,17,11,7,3,0,2,2
9,2,18,1,2,5,8,14,2
14,9,3,4,2,2,4,13,2
30,32,14,12,5,5,4,6,2
57,41,5,8,6,4,22,3,2
9,10,9,7,4,5,1,4,2
38,38,10,10,12,8,2,23,2
9,4,17,12,10,6,2,27,2
4,9,8,7,3,2,10,9,2
3,38,2,2,1,2,0,3,2
35,47,8,2,6,4,14,8,2
12,45,5,34,9,4,4,14,2
21,25,1,18,5,3,5,6,2
4,7,18,12,2,0,2,1,2
9,20,8,17,5,0,13,6,2
54,13,7,5,3,4,1,19,2
44,27,4,1,4,6,11,27,2
2,8,1,6,0,0,3,7,2
28,25,4,9,2,0,1,10,2
11,18,6,2,5,7,1,8,2
37,3,18,24,5,5,8,16,2
19,8,6,10,4,4,11,0,2
8,44,1,4,2,4,9,26,2
3,2,1,2,9,3,10,13,2
9,11,1,4,5,2,2,4,2
5,11,15,19,5,4,10,10,2
3,2,4,4,3,3,6,22,2
0,10,10,11,2,1,4,1,2
26,10,6,2,2,0,7,11,2
2,27,7,13,4,2,3,1,2
1,36,6,1,3,4,1,1,2
27,10,5,0,4,1,7,2,2
18,5,3,7,0,0,5,1,2
10,3,2,4,6,2,2,5,2
20,11,2,3,8,1,3,3,2
69,66,7,5,8,1,8,36,2
16,6,4,12,1,4,2,5,2
7,13,11,14,8,5,3,7,2
53,37,7,7,7,2,4,6,2
31,13,11,11,16,6,5,11,2
11,8,2,17,10,1,8,19,2
15,9,5,8,9,3,7,21,2
25,11,1,3,7,5,0,13,2
1,14,1,2,1,7,7,1,2
8,10,7,5,4,7,1,3,2
8,16,6,1,4,6,10,11,2
19,2,10,4,9,0,0,3,2
5,4,14,18,11,2,4,10,2
12,13,24,27,10,3,9,5,2
7,11,2,1,3,7,9,8,2
2,4,12,13,9,8,3,10,2
6,9,15,4,2,2,7,5,2
8,24,1,14,3,4,6,14,2
56,41,2,7,7,3,6,3,2
5,5,5,0,1,4,13,10,2
16,23,2,14,6,3,18,2,2
16,65,1,17,8,0,22,8,2
25,31,3,6,1,3,8,3,2
10,1,3,2,5,3,9,17,2
56,61,15,2,3,6,19,26,2
17,41,9,8,5,1,2,12,2
18,2,4,8,5,1,7,13,2
0,20,14,16,15,5,9,4,2
15,8,7,15,10,3,3,7,2
26,18,6,9,12,2,5,4,2
12,18,2,3,8,5,18,10,2
4,15,8,1,3,2,15,9,2
15,12,2,6,1,2,8,10,2
2,13,8,14,6,5,14,9,2
5,12,1,4,7,0,2,7,2
10,11,3,8,3,7,10,3,2
3,10,4,10,0,2,18,16,2
40,3,0,8,9,8,9,5,2
26,18,1,7,5,8,20,18,2
3,11,8,13,6,5,13,15,2
0,17,5,7,9,7,7,9,2
20,12,5,9,7,1,16,25,2
6,4,19,18,10,0,13,9,2
14,2,8,16,10,4,15,5,2
27,4,3,5,3,2,3,4,2
46,27,14,16,4,4,0,1,2
11,4,14,24,4,1,3,9,2
4,23,12,2,12,8,26,7,2
14,36,6,6,2,6,5,12,2
13,14,5,2,7,1,8,3,2
12,1,3,2,5,1,6,6,2
16,9,4,2,3,2,2,1,2
10,11,3,19,22,5,2,2,2
39,21,3,2,0,0,9,8,2
7,0,5,6,2,1,5,21,2
28,32,15,1,3,2,7,21,2
25,80,5,18,12,3,5,8,2
8,7,10,9,7,2,6,0,2
3,4,9,4,7,1,1,14,2
2,5,16,17,10,3,3,3,2
47,18,6,8,7,0,6,14,2
60,41,6,9,7,2,3,17,2
9,5,7,16,8,4,1,1,2
14,4,8,12,11,3,2,3,2
0,9,1,5,2,0,10,48,2
18,8,6,3,2,4,5,46,2
8,0,17,5,12,2,14,7,2
17,20,15,1,3,3,24,15,2
14,18,5,10,7,0,4,12,2
27,6,7,9,9,1,1,17,2
17,24,2,9,10,4,0,2,2
1,6,13,16,9,1,11,22,2
79,63,17,1,1,1,11,41,2
33,3,5,4,3,4,6,16,2
8,7,3,0,5,6,8,2,2
10,23,7,7,3,6,6,2,2
2,3,13,19,8,3,1,2,2
8,12,8,4,5,2,11,31,2
6,26,9,10,5,9,8,22,2
13,8,11,21,6,1,2,7,2
46,13,11,15,5,4,12,1,2
54,0,4,3,0,2,2,6,2
4,16,2,1,0,2,3,3,2
1,4,17,8,1,3,8,1,2
21,3,7,12,2,1,4,12,2
13,3,2,3,1,1,8,8,2
1,2,1,8,5,3,21,13,2
7,1,1,14,6,2,17,11,2
5,28,1,6,7,0,1,1,2
25,11,6,2,5,2,6,21,2
81,55,14,11,5,1,6,23,2
53,9,8,1,4,1,1,15,2
3,32,7,5,2,4,2,2,2
15,5,10,3,5,2,5,12,2
10,6,10,7,4,6,10,3,2
1,62,18,25,8,4,1,4,2
2,8,10,3,3,3,8,5,2
7,19,1,16,2,2,6,9,2
24,22,16,11,7,5,4,5,2
69,33,10,7,2,0,7,16,2
18,5,4,3,2,4,1,7,2
25,19,12,12,13,9,16,18,2
11,14,5,4,8,5,7,10,2
8,9,17,0,1,4,13,16,2
9,10,15,2,6,2,14,4,2
43,27,7,1,3,4,4,4,2
59,6,26,16,2,0,0,18,2
4,57,2,7,4,1,10,1,2
6,25,11,6,3,2,15,9,2
31,21,1,2,12,5,12,28,2
31,19,5,6,2,1,3,38,2
16,5,7,5,0,2,3,1,2
5,16,4,1,4,9,16,0,2
16,7,5,7,4,2,1,5,2
6,18,7,1,4,2,9,4,2
24,32,10,11,1,2,3,5,2
72,2,14,9,2,3,10,26,2
16,41,8,0,4,3,6,4,2
2,24,9,0,5,1,1,9,2
10,44,10,3,12,3,10,2,2
7,45,8,24,18,9,7,20,2
42,55,12,12,8,3,8,16,2
13,9,11,13,6,1,1,3,2
8,8,1,5,7,4,7,2,2
13,6,7,2,4,4,8,2,2
5,30,5,5,0,2,14,32,2
15,1,9,1,2,3,3,38,2
4,31,20,5,7,4,7,7,2
3,8,6,14,9,0,2,1,2
9,15,10,8,7,3,4,6,2
2,7,6,2,2,4,1,1,2
14,26,24,23,11,3,7,6,2
16,9,12,3,5,7,12,8,2
6,26,4,13,3,2,7,8,2
7,22,12,0,2,4,6,3,2
9,7,8,6,4,2,6,0,2
4,6,8,18,1,5,8,5,2
38,57,27,15,4,2,3,10,2
8,10,4,0,2,7,0,1,2
11,17,15,0,2,0,3,16,2
40,29,2,8,2,1,9,24,2
3,52,22,19,12,7,2,7,2
27,14,7,3,4,0,19,15,2
16,17,6,8,2,4,5,0,2
2,6,12,24,9,2,0,19,2
5,4,8,13,9,5,6,11,2
3,12,4,6,2,5,7,10,2
0,14,10,11,1,0,4,19,2
4,18,0,14,22,6,2,6,2
6,10,4,2,0,6,12,12,2
17,1,18,8,4,5,12,8,2
5,22,10,1,1,1,1,7,2
18,53,11,15,12,1,5,14,2
21,22,8,4,11,5,1,3,2
7,9,1,14,16,0,4,1,2
0,0,12,4,2,6,8,8,2
26,10,15,5,7,1,1,6,2
32,32,10,2,2,2,8,1,2
4,6,6,3,7,11,16,21,2
