Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Class
0,1,1,20,26,1,1,1,5
5,1,20,21,52,7,2,4,5
1,8,22,2,94,19,4,2,5
4,8,1,57,23,2,0,4,5
2,2,5,111,43,5,0,1,5
3,6,18,72,24,2,1,1,5
3,16,44,94,1,2,1,3,5
3,12,24,21,7,1,6,3,5
0,3,6,29,8,0,2,1,5
4,3,21,71,5,0,7,5,5
0,9,28,49,54,9,0,1,5
7,9,35,1,44,8,4,5,5
5,10,4,45,22,3,6,5,5
2,2,9,10,7,0,0,1,5
5,4,16,13,2,10,5,6,5
4,10,13,10,1,8,6,2,5
5,6,17,12,26,6,5,4,5
0,3,1,59,47,4,0,1,5
1,5,24,80,7,2,3,1,5
4,9,10,118,21,12,2,3,5
1,1,3,44,36,3,0,1,5
7,6,25,79,38,8,6,5,5
5,2,1,20,46,7,3,4,5
2,0,32,121,5,0,1,2,5
0,4,18,47,25,3,1,1,5
3,7,17,4,24,1,1,2,5
0,4,23,8,2,7,3,2,5
7,10,9,97,7,4,3,3,5
1,4,9,128,16,2,1,3,5
8,11,2,69,47,10,10,9,5
1,5,11,66,8,2,2,1,5
2,1,5,55,31,5,0,1,5
1,1,3,55,16,4,1,2,5
2,4,33,38,57,1,4,3,5
4,12,34,29,33,5,3,2,5
2,7,12,6,45,4,4,2,5
3,6,0,69,13,4,1,2,5
1,3,9,23,55,7,2,3,5
4,11,20,88,41,1,2,1,5
1,3,39,82,64,8,7,2,5
1,6,40,20,86,9,0,2,5
0,6,15,65,38,6,2,1,5
2,4,2,2,8,2,4,4,5
4,5,2,16,27,1,3,3,5
2,8,2,69,56,8,3,2,5
5,8,12,68,7,9,1,0,5
0,2,16,49,51,3,2,1,5
3,1,20,31,17,4,2,1,5
0,1,6,2,41,2,2,1,5
2,2,5,14,9,3,2,2,5
1,8,37,7,38,7,0,1,5
1,3,2,92,42,4,2,1,5
4,2,0,58,52,3,6,2,5
2,4,8,41,1,3,4,1,5
2,4,15,4,6,4,1,2,5
1,2,7,115,44,5,2,2,5
1,6,16,125,33,1,1,0,5
3,5,4,4,4,1,1,1,5
1,4,0,23,12,0,3,1,5
4,2,3,83,66,8,1,1,5
1,4,12,26,68,8,3,2,5
1,2,34,13,70,7,2,0,5
3,4,14,80,29,2,3,3,5
0,1,8,63,52,9,1,1,5
1,1,9,36,5,3,3,0,5
2,0,1,14,31,1,2,0,5
0,1,10,7,7,3,1,1,5
1,3,8,66,44,9,4,3,5
5,9,16,3,60,11,1,1,5
4,7,12,30,35,7,6,5,5
1,5,29,15,66,7,0,1,5
2,6,30,68,36,6,3,2,5
3,2,21,34,58,2,5,1,5
4,7,2,89,14,5,0,3,5
3,4,4,57,8,4,1,2,5
1,4,4,23,5,2,2,2,5
0,2,1,55,15,10,2,0,5
3,11,61,80,23,5,1,0,5
1,4,5,128,33,5,1,0,5
1,2,2,22,5,0,1,1,5
2,1,6,72,24,2,4,4,5
3,2,21,26,34,4,0,2,5
2,2,14,58,39,5,2,1,5
4,4,12,4,9,4,5,4,5
1,4,19,80,31,2,3,1,5
1,13,27,84,46,13,4,1,5
3,12,40,113,7,0,5,6,5
1,15,20,96,59,9,2,2,5
2,4,32,25,20,1,1,0,5
7,16,42,26,63,10,3,4,5
2,16,26,35,47,2,1,1,5
5,16,48,38,7,0,1,1,5
8,18,48,75,26,1,1,3,5
6,14,6,38,43,0,1,2,5
2,8,11,34,26,10,1,1,5
0,6,44,19,26,7,2,2,5
1,7,24,54,16,9,4,2,5
2,2,0,38,59,4,2,5,5
1,0,9,21,33,8,3,4,5
2,1,15,48,47,6,1,1,5
5,11,8,41,95,19,5,2,5
6,10,29,19,52,4,2,3,5
1,1,18,58,27,1,4,2,5
9,25,54,10,27,7,7,7,5
1,9,19,28,69,13,3,2,5
7,20,24,45,109,20,5,5,5
5,8,13,100,34,11,2,2,5
1,6,27,78,8,1,1,1,5
4,7,25,82,53,9,1,2,5
4,0,10,9,38,4,2,1,5
2,1,4,58,30,3,5,1,5
5,3,22,50,34,0,2,3,5
2,2,25,53,11,4,2,2,5
1,13,60,32,28,6,1,2,5
16,16,11,32,65,12,6,8,5
16,19,12,11,58,6,8,8,5
0,2,6,57,4,4,5,3,5
4,11,14,0,15,7,8,8,5
9,2,31,4,78,19,1,3,5
8,2,48,79,52,19,5,2,5
1,7,30,26,27,13,5,3,5
5,14,41,47,64,7,3,2,5
3,12,21,75,14,4,1,2,5
3,17,37,50,22,3,0,1,5
2,4,38,20,13,4,2,3,5
4,6,40,94,18,4,3,3,5
0,2,15,3,16,4,1,5,5
2,13,50,34,87,8,4,1,5
4,5,7,94,52,7,3,7,5
5,13,22,97,1,0,3,4,5
3,1,12,23,3,4,0,0,5
3,1,2,37,35,3,3,2,5
2,0,17,76,94,15,3,0,5
0,3,5,54,50,2,1,1,5
4,1,9,13,68,4,2,4,5
4,14,14,13,16,1,5,4,5
9,13,12,77,42,1,6,9,5
12,25,42,24,5,6,5,5,5
8,14,82,96,50,9,5,6,5
3,9,3,106,49,9,5,1,5
7,13,9,16,21,1,8,6,5
5,7,42,53,12,2,6,4,5
0,1,1,35,27,4,2,0,5
5,11,8,87,1,4,3,1,5
5,7,28,0,13,4,3,1,5
2,14,8,73,42,6,3,3,5
1,4,9,97,17,1,1,0,5
9,13,8,6,88,17,4,6,5
4,7,3,15,51,7,4,5,5
2,1,12,39,33,9,4,1,5
3,4,14,82,27,2,1,2,5
0,3,12,14,1,0,1,2,5
9,21,63,5,5,7,4,5,5
2,5,7,68,43,1,0,1,5
2,7,33,35,33,5,3,1,5
10,14,7,77,5,1,3,2,5
1,7,10,61,19,2,0,1,5
0,21,52,106,15,3,4,2,5
0,4,1,4,52,10,3,0,5
5,5,6,49,4,7,2,2,5
0,4,3,15,17,2,2,1,5
2,7,12,64,29,7,2,0,5
2,0,9,12,75,12,7,2,5
3,3,17,61,68,15,3,1,5
2,2,12,10,23,4,0,0,5
4,3,35,33,28,2,2,2,5
2,0,30,109,28,1,1,2,5
2,0,13,53,25,0,4,2,5
3,4,25,56,46,3,2,1,5
9,15,15,90,31,1,1,4,5
4,2,1,16,27,0,1,5,5
11,15,54,1,21,7,8,10,5
0,5,36,26,44,7,3,5,5
0,6,26,36,16,0,2,1,5
3,10,41,102,8,6,2,2,5
9,6,17,29,12,4,4,5,5
6,5,8,48,19,10,7,6,5
8,17,7,7,70,8,2,5,5
2,2,10,5,38,2,1,2,5
4,10,31,72,15,7,4,1,5
1,1,4,60,10,0,0,0,5
1,3,3,127,13,0,3,2,5
0,1,1,31,6,6,2,3,5
1,2,36,19,18,3,1,1,5
5,10,27,49,62,9,3,2,5
3,2,6,29,78,7,6,4,5
1,10,49,43,28,4,1,0,5
2,14,67,108,48,7,3,4,5
2,14,34,28,25,1,1,2,5
0,7,21,128,74,15,8,2,5
1,4,27,23,37,13,4,2,5
0,0,6,128,10,5,4,1,5
7,16,22,50,24,11,3,4,5
1,0,8,63,22,1,2,0,5
1,8,1,10,10,5,4,1,5
12,4,23,1,6,8,4,3,5
13,3,19,58,8,3,0,3,5
4,8,3,57,5,0,5,4,5
3,2,4,4,2,0,1,1,5
0,1,22,67,14,2,0,0,5
5,17,30,23,25,4,1,1,5
7,2,8,23,15,0,1,4,5
1,4,10,67,17,1,7,9,5
16,42,14,106,89,8,7,1,5
7,20,44,17,57,9,7,5,5
1,3,6,47,3,1,2,1,5
3,14,7,20,26,5,2,3,5
8,5,10,85,4,5,4,2,5
1,6,2,86,16,0,5,3,5
11,17,29,110,41,2,2,8,5
4,5,8,1,21,4,6,2,5
11,24,41,120,18,1,0,4,5
8,14,15,52,14,1,2,3,5
2,5,26,19,16,5,1,3,5
2,9,14,9,40,7,3,5,5
2,4,41,79,1,8,5,2,5
3,2,0,38,10,7,1,3,5
1,1,2,4,35,3,1,2,5
9,9,6,37,29,9,3,3,5
2,1,28,50,48,1,3,3,5
1,2,8,62,34,1,2,1,5
7,7,8,23,21,2,4,4,5
0,2,7,42,14,5,3,0,5
1,8,38,94,15,0,2,4,5
6,20,56,89,13,5,3,4,5
5,4,32,39,43,4,1,4,5
5,3,1,16,56,9,4,6,5
1,3,9,46,12,4,1,3,5
3,10,21,102,55,3,2,3,5
10,21,48,51,14,5,1,4,5
3,20,96,11,35,2,3,4,5
4,15,40,54,86,8,2,2,5
5,9,8,10,63,12,4,4,5
2,4,10,94,31,1,0,2,5
0,10,17,67,43,1,1,1,5
4,9,16,125,7,6,1,2,5
7,15,60,51,28,13,10,7,5
4,3,56,50,24,2,2,3,5
2,3,7,16,18,2,5,2,5
9,16,5,84,58,6,0,2,5
1,0,2,14,16,2,1,1,5
4,18,19,109,16,5,3,4,5
7,16,9,70,67,9,0,2,5
9,10,9,112,58,5,3,6,5
6,10,3,127,27,3,1,4,5
5,5,35,30,10,4,1,4,5
7,0,15,10,24,2,9,9,5
4,9,22,26,38,6,5,4,5
2,3,6,6,7,1,0,2,5
2,6,24,94,26,7,1,2,5
11,18,13,88,49,10,5,7,5
5,7,2,97,53,7,0,4,5
2,11,13,121,8,5,4,1,5
1,6,20,3,27,9,4,1,5
5,6,4,128,17,2,3,0,5
5,16,45,53,6,1,5,4,5
3,4,6,22,35,1,5,4,5
5,5,11,83,103,9,7,7,5
1,3,6,102,18,3,2,1,5
2,5,31,92,75,14,3,1,5
3,1,28,91,52,5,1,1,5
2,3,10,35,31,1,3,2,5
1,1,18,45,13,2,0,1,5
2,0,5,37,57,4,3,5,5
4,0,13,0,24,1,3,4,5
2,4,14,20,16,4,0,0,5
5,1,13,115,22,1,1,1,5
2,1,8,15,0,1,1,2,5
4,2,18,107,26,5,5,6,5
7,6,16,109,15,4,7,9,5
7,8,16,45,64,2,2,5,5
0,9,20,6,10,0,1,1,5
2,3,27,119,3,3,0,0,5
8,14,42,46,38,3,7,5,5
2,7,9,106,48,7,6,1,5
1,7,17,46,37,6,6,4,5
2,5,14,100,53,6,1,2,5
9,25,21,66,110,21,7,6,5
2,1,29,69,7,0,1,1,5
0,6,16,56,7,1,2,0,5
8,16,59,5,4,1,3,4,5
2,1,10,94,17,12,2,2,5
3,2,2,44,5,8,1,3,5
1,9,12,117,27,10,3,2,5
0,1,5,100,12,1,3,3,5
1,1,6,38,32,9,3,0,5
1,10,19,20,8,2,5,3,5
3,3,38,93,103,12,3,2,5
1,10,62,15,94,12,7,3,5
3,9,14,11,36,6,3,4,5
4,5,3,112,24,5,2,2,5
6,16,15,37,49,9,0,2,5
2,12,7,84,40,8,3,0,5
1,5,21,75,6,3,2,0,5
3,18,28,100,2,2,2,4,5
1,7,34,14,127,21,8,1,5
3,7,22,73,42,9,5,3,5
4,4,9,10,10,2,4,5,5
3,10,23,15,33,2,1,0,5
1,2,16,45,12,5,2,1,5
0,2,19,52,34,5,2,4,5
1,5,22,111,10,3,1,0,5
11,21,10,127,2,1,7,7,5
2,2,19,1,37,1,1,0,5
3,4,3,36,49,10,3,4,5
0,3,14,64,22,3,1,0,5
7,10,12,25,37,8,6,5,5
3,8,9,116,56,4,5,3,5
1,5,24,36,18,2,3,2,5
2,7,25,73,15,3,0,2,5
2,5,41,57,38,2,1,1,5
0,5,45,46,19,2,5,2,5
1,2,11,61,5,2,2,0,5
7,8,20,27,23,4,7,6,5
3,6,5,22,24,4,4,2,5
1,1,5,57,85,11,4,3,5
4,15,33,77,13,4,3,2,5
5,12,32,101,32,1,5,4,5
1,2,8,60,3,3,2,3,5
2,2,0,81,29,3,1,4,5
11,16,1,128,21,2,6,1,5
17,37,49,105,0,7,4,0,5
4,5,33,105,24,3,1,9,5
2,3,4,8,34,3,1,11,5
6,23,46,74,59,2,2,1,5
4,21,67,23,50,13,1,1,5
3,1,1,55,18,8,0,6,5
7,8,11,105,18,2,5,2,5
9,21,39,28,65,13,4,4,5
12,35,70,20,86,12,3,5,5
4,1,13,5,88,8,4,5,5
6,8,7,50,65,10,7,8,5
3,7,10,43,19,4,6,3,5
8,25,52,101,3,3,1,4,5
0,6,41,51,30,3,0,0,5
1,3,2,31,23,3,2,1,5
7,8,13,65,8,7,3,1,5
4,17,48,7,45,7,0,2,5
1,4,18,35,55,8,3,3,5
2,8,16,39,39,2,3,3,5
10,21,42,9,28,6,7,7,5
6,13,20,3,1,6,5,2,5
2,7,7,105,13,8,3,3,5
3,11,20,84,10,0,3,4,5
3,5,15,16,18,1,1,2,5
2,22,54,37,9,5,2,2,5
0,5,11,82,57,16,0,2,5
5,1,35,27,25,2,3,4,5
3,12,22,98,57,7,1,2,5
1,2,13,45,33,1,0,1,5
0,0,30,1,21,4,5,5,5
1,3,18,71,9,3,5,4,5
4,12,42,22,8,1,2,2,5
4,7,33,102,28,4,1,3,5
0,5,8,65,27,6,2,0,5
0,3,22,10,41,0,1,2,5
4,8,7,97,11,3,5,1,5
8,16,21,60,70,2,5,4,5
2,2,6,98,5,5,1,2,5
12,29,52,43,49,2,3,5,5
0,3,26,27,3,3,1,2,5
6,10,17,91,17,13,7,6,5
2,8,21,20,75,6,4,2,5
4,11,23,97,97,13,7,5,5
7,7,1,68,35,3,3,3,5
2,2,7,42,29,5,4,3,5
4,4,14,104,14,1,0,3,5
5,18,64,97,16,1,0,1,5
2,2,3,42,2,1,0,2,5
7,14,19,83,8,3,3,1,5
6,10,10,26,13,3,3,6,5
0,6,33,24,0,2,0,1,5
4,1,3,116,10,8,5,5,5
2,0,14,30,2,2,3,2,5
4,2,18,20,61,3,7,4,5
3,6,9,47,48,2,2,1,5
0,4,2,48,4,1,0,1,5
2,6,24,25,15,9,1,1,5
1,3,9,32,23,1,2,0,5
8,12,5,45,15,10,6,9,5
2,3,6,55,3,1,1,0,5
2,13,17,59,54,15,4,4,5
2,2,29,46,60,7,1,0,5
0,1,3,4,7,0,1,0,5
6,8,3,19,37,13,6,6,5
1,4,17,64,41,12,4,1,5
4,3,1,2,26,2,0,2,5
9,29,88,85,29,1,3,2,5
14,29,47,38,36,6,3,5,5
0,1,3,71,61,8,4,2,5
3,9,24,28,52,6,1,0,5
1,8,35,75,52,10,1,0,5
3,3,12,64,15,0,2,2,5
1,4,15,44,3,5,0,0,5
2,1,3,21,18,4,1,1,5
4,2,6,91,21,4,1,3,5
2,0,4,7,33,5,3,2,5
6,4,8,3,16,2,1,3,5
4,6,7,7,7,6,9,7,5
0,0,2,128,70,2,2,1,5
1,4,18,50,79,7,1,2,5
2,1,4,46,23,4,1,1,5
7,5,7,72,27,6,3,1,5
2,0,26,2,33,3,1,0,5
6,9,22,7,17,3,5,3,5
8,16,50,60,32,6,7,7,5
3,5,12,26,37,3,0,4,5
1,3,27,21,4,1,4,3,5
2,6,29,28,5,1,0,1,5
6,9,19,36,30,3,3,4,5
5,12,25,96,19,5,1,2,5
2,1,10,6,32,0,5,3,5
1,4,11,60,26,3,1,0,5
4,5,0,18,48,9,6,6,5
5,11,6,88,0,1,4,5,5
7,14,12,119,2,1,3,2,5
0,8,15,72,15,8,3,1,5
4,4,0,5,2,1,1,2,5
1,3,15,27,3,2,4,2,5
0,1,14,74,9,2,4,3,5
2,3,20,82,62,5,3,2,5
1,2,4,77,72,6,2,2,5
2,0,2,64,8,1,3,4,5
4,11,28,113,61,8,3,1,5
7,13,24,89,31,5,5,5,5
3,18,59,43,8,5,3,3,5
3,7,11,34,13,2,4,4,5
4,1,7,1,23,0,1,2,5
0,7,4,28,36,2,1,1,5
0,1,10,46,6,1,1,2,5
4,4,4,19,41,3,2,3,5
1,8,10,9,6,3,2,3,5
1,2,2,0,1,4,0,0,5
2,2,16,12,5,1,2,2,5
2,3,3,17,19,7,4,2,5
0,5,10,20,10,0,1,1,5
3,4,17,8,35,1,5,4,5
4,0,8,32,45,6,7,7,5
1,7,34,97,44,11,7,1,5
2,10,19,76,40,6,3,3,5
3,0,3,4,26,3,3,2,5
2,2,8,117,18,5,5,0,5
1,6,7,87,3,0,2,2,5
13,34,80,127,10,0,6,8,5
0,6,22,24,19,9,5,4,5
2,3,5,25,0,4,1,1,5
5,4,10,9,3,5,3,3,5
0,16,34,82,46,3,4,5,5
1,6,4,2,10,3,1,2,5
3,7,16,77,25,3,5,4,5
0,1,6,19,28,1,0,1,5
3,5,12,21,50,3,1,0,5
0,0,2,39,17,3,1,3,5
2,4,7,70,38,3,2,2,5
0,2,4,103,76,10,1,2,5
2,3,8,17,39,4,3,4,5
12,18,10,49,107,23,15,12,5
5,0,17,102,29,1,4,8,5
1,6,11,23,5,2,0,2,5
5,10,21,28,57,13,4,3,5
6,13,40,56,3,3,2,2,5
3,7,3,36,38,13,4,2,5
6,23,77,37,20,9,5,4,5
1,14,45,35,9,1,2,3,5
7,1,26,104,33,7,7,5,5
4,0,18,92,84,15,6,2,5
3,4,31,91,11,4,5,5,5
3,11,29,43,7,6,3,2,5
1,4,4,117,18,7,3,2,5
1,8,18,21,8,6,1,0,5
9,11,35,29,37,7,8,8,5
8,18,30,37,74,16,10,8,5
7,8,2,127,60,1,5,3,5
0,6,0,55,8,3,1,2,5
3,8,33,88,2,0,0,2,5
2,12,89,14,1,3,7,5,5
0,2,15,93,21,2,2,1,5
6,15,45,54,10,8,5,7,5
4,1,60,6,29,2,3,3,5
3,9,13,4,12,1,1,2,5
12,18,37,30,60,16,9,9,5
4,7,31,58,53,18,6,5,5
1,3,28,119,9,4,0,0,5
4,9,7,24,50,7,2,1,5
4,2,2,81,48,10,8,3,5
4,9,38,2,5,1,1,1,5
2,2,3,52,28,5,2,6,5
2,2,4,92,21,3,6,2,5
5,11,20,85,29,1,1,4,5
0,10,36,28,92,10,2,1,5
10,13,29,67,19,3,4,6,5
2,6,26,55,3,4,2,2,5
1,4,28,126,88,14,4,3,5
3,4,7,30,7,3,1,1,5
1,5,16,122,52,3,2,1,5
5,3,23,74,33,7,3,2,5
2,8,25,59,7,5,2,1,5
3,1,4,25,1,4,1,2,5
2,1,2,93,36,8,4,3,5
1,1,0,21,16,2,1,2,5
1,1,5,108,29,9,5,4,5
6,5,0,61,54,4,3,4,5
6,10,23,100,27,1,0,3,5
4,4,9,63,10,8,2,2,5
3,4,17,86,10,1,2,2,5
3,9,12,111,11,6,5,5,5
3,0,1,45,35,4,1,5,5
11,15,27,9,56,13,2,6,5
3,1,0,45,17,2,3,1,5
1,1,26,43,3,3,3,4,5
5,11,27,62,32,3,2,1,5
2,2,25,1,12,1,1,3,5
3,5,3,38,24,2,2,4,5
2,3,18,96,75,10,0,2,5
1,6,13,60,58,6,8,2,5
4,2,15,44,62,8,6,1,5
2,5,1,23,33,5,3,2,5
1,5,2,34,44,6,0,2,5
1,1,4,108,30,2,1,0,5
6,4,11,38,13,0,3,3,5
5,14,42,24,14,4,1,1,5
1,2,10,104,24,1,0,1,5
3,4,10,43,22,5,2,2,5
4,2,1,60,2,4,4,4,5
3,8,3,22,27,10,1,3,5
1,2,12,24,10,2,5,4,5
1,6,4,40,37,0,1,1,5
3,3,17,25,18,3,0,1,5
1,0,6,35,14,1,3,2,5
7,7,12,72,24,6,1,2,5
5,9,23,7,8,7,4,5,5
1,9,13,67,27,2,1,0,5
5,8,11,36,32,5,4,3,5
5,3,6,0,22,0,1,3,5
7,10,14,76,28,2,6,7,5
5,3,5,11,4,4,5,5,5
1,4,8,5,2,6,0,1,5
7,8,19,9,9,0,4,5,5
3,15,46,69,27,2,1,1,5
10,28,97,83,81,14,6,6,5
1,6,13,14,38,2,1,2,5
1,1,6,1,35,3,1,2,5
1,3,16,24,20,6,1,0,5
8,13,22,27,42,1,1,3,5
3,10,17,20,53,6,1,3,5
1,2,2,5,11,0,3,1,5
9,21,42,39,2,8,6,5,5
2,1,4,15,8,5,2,2,5
0,7,23,15,5,3,2,1,5
1,1,20,108,58,4,1,1,5
3,9,45,106,87,14,7,4,5
6,8,3,28,22,6,5,5,5
2,10,30,2,14,2,1,2,5
5,7,8,63,22,8,0,3,5
5,14,27,76,21,3,0,3,5
2,4,34,98,9,1,1,1,5
1,5,12,12,56,1,3,2,5
1,3,48,68,39,1,1,2,5
1,12,48,62,32,3,3,3,5
1,4,8,100,24,1,1,1,5
1,3,16,46,40,6,2,1,5
3,8,27,24,5,3,3,4,5
4,9,18,29,20,9,8,5,5
8,26,65,67,44,8,0,5,5
7,6,2,62,26,1,0,4,5
1,1,6,15,24,3,2,3,5
1,5,2,73,43,10,3,2,5
6,12,20,38,35,6,3,4,5
2,1,10,56,15,5,5,4,5
0,6,10,84,12,1,3,0,5
5,1,3,128,11,2,5,3,5
6,7,15,111,20,5,2,4,5
6,14,47,41,30,5,4,5,5
5,5,4,34,3,0,1,3,5
2,3,28,128,29,11,7,3,5
3,0,11,64,15,0,3,3,5
5,12,11,43,76,13,3,3,5
1,3,4,11,13,1,2,0,5
0,3,24,1,3,2,1,1,5
2,6,16,85,19,2,5,3,5
9,24,57,32,126,16,5,5,5
1,1,4,78,69,11,3,4,5
1,1,3,15,1,3,3,1,5
2,1,1,72,48,2,0,0,5
2,4,11,42,10,2,2,2,5
1,0,8,76,10,2,1,2,5
5,10,20,8,5,6,4,4,5
2,4,6,48,28,2,1,2,5
3,3,6,85,1,6,4,2,5
0,1,1,92,9,4,3,2,5
4,15,43,43,39,8,2,5,5
1,6,13,15,6,3,4,3,5
3,6,18,71,16,4,1,2,5
4,4,1,12,28,5,6,3,5
0,0,3,31,8,0,2,0,5
3,3,26,41,26,3,4,4,5
5,6,14,23,3,9,5,4,5
2,8,35,50,24,1,1,3,5
5,12,20,9,13,6,4,4,5
0,4,11,38,25,4,2,1,5
0,1,3,48,58,3,1,1,5
3,0,9,81,4,3,3,1,5
3,15,34,73,38,11,2,3,5
0,4,10,1,47,11,5,0,5
0,0,2,29,22,5,4,1,5
4,11,27,48,7,0,0,0,5
5,13,30,67,72,17,5,4,5
1,7,58,84,10,6,1,0,5
3,6,12,100,40,12,3,3,5
1,4,20,33,49,1,2,2,5
5,8,9,36,10,2,2,2,5
3,3,6,78,10,2,1,2,5
9,14,34,2,12,2,2,6,5
3,6,9,23,17,0,2,1,5
2,3,10,52,2,3,3,1,5
4,6,6,9,2,12,5,1,5
3,0,23,83,10,4,3,2,5
2,6,17,16,8,9,1,3,5
3,6,2,63,42,2,0,2,5
2,1,11,70,3,2,2,2,5
2,1,2,18,2,1,1,3,5
2,4,22,44,14,4,1,0,5
1,4,31,39,46,9,2,3,5
2,9,25,57,32,1,1,1,5
1,6,4,8,23,2,1,0,5
5,10,19,64,2,3,6,5,5
1,6,26,66,3,1,1,1,5
5,22,62,39,91,9,5,5,5
0,2,0,2,33,1,1,2,5
4,6,16,68,8,7,3,4,5
1,6,10,103,2,1,0,2,5
5,11,33,13,37,5,1,2,5
2,3,1,17,2,0,4,3,5
7,11,25,53,29,4,5,6,5
12,22,21,83,17,9,8,9,5
0,5,36,1,41,5,2,2,5
5,1,10,38,17,5,3,4,5
1,2,13,81,16,2,4,2,5
3,8,20,53,34,0,6,5,5
1,2,9,66,41,8,1,1,5
5,6,6,88,28,2,5,4,5
1,4,17,60,36,6,3,1,5
0,0,1,52,5,6,5,2,5
5,5,17,74,3,0,1,4,5
2,3,7,67,16,1,2,1,5
2,4,8,36,13,7,2,0,5
3,4,7,16,39,7,0,2,5
1,0,3,3,2,1,2,0,5
4,11,70,20,0,1,1,3,5
4,9,10,100,42,1,1,4,5
5,1,16,56,30,3,6,3,5
1,7,43,119,73,5,3,0,5
11,24,54,1,48,15,7,7,5
6,14,41,51,32,6,5,7,5
0,2,3,47,8,2,4,1,5
5,13,17,45,15,2,3,4,5
1,7,31,24,17,2,4,2,5
10,26,56,127,1,3,4,3,5
3,2,2,17,26,0,3,3,5
7,15,18,85,11,1,3,5,5
11,20,51,10,22,8,7,8,5
3,7,12,25,24,4,3,5,5
2,11,28,34,23,1,3,2,5
8,12,14,114,30,3,4,3,5
1,9,35,81,33,10,2,2,5
3,2,3,1,12,3,0,4,5
4,6,4,127,23,12,1,1,5
5,4,8,30,27,3,3,3,5
4,16,17,4,42,3,1,0,5
5,5,14,86,51,9,3,5,5
1,4,1,42,3,2,1,0,5
0,7,48,16,10,8,4,2,5
3,10,16,59,13,3,6,2,5
4,4,24,108,15,1,1,3,5
3,2,2,28,5,1,3,2,5
7,11,16,26,0,2,3,2,5
1,3,13,85,53,11,1,1,5
4,13,28,53,0,5,1,3,5
6,12,28,2,5,6,3,5,5
6,9,10,50,22,2,0,4,5
1,7,37,13,19,4,2,2,5
2,11,20,14,14,0,1,0,5
6,15,26,9,33,1,1,1,5
3,7,51,5,22,0,3,3,5
3,4,8,89,41,0,1,1,5
3,13,17,80,36,3,3,1,5
1,1,2,115,35,7,5,2,5
2,6,4,25,27,6,3,1,5
5,8,8,84,30,4,1,3,5
7,14,34,54,23,7,4,4,5
3,7,37,9,4,0,2,4,5
6,12,15,37,35,8,6,2,5
6,10,3,71,80,16,6,5,5
6,14,23,32,36,10,2,4,5
4,11,16,67,2,2,1,3,5
0,1,18,58,9,6,1,1,5
3,6,1,1,13,1,3,3,5
6,12,15,45,22,1,1,0,5
1,3,4,17,19,4,1,0,5
5,9,27,31,20,3,4,2,5
1,0,8,127,8,6,2,1,5
0,8,41,77,55,13,5,3,5
4,12,23,72,21,2,4,4,5
7,6,36,105,51,1,4,5,5
0,5,3,83,16,1,2,1,5
3,6,2,26,12,2,1,2,5
1,5,15,46,16,2,2,3,5
7,14,39,59,5,5,4,2,5
4,8,22,5,19,2,3,4,5
2,6,15,53,14,2,2,3,5
0,2,10,72,29,0,3,2,5
5,8,17,58,11,6,0,2,5
3,2,16,21,16,5,2,1,5
4,3,1,64,34,3,1,2,5
2,5,4,24,7,0,1,1,5
1,1,12,104,12,3,2,1,5
2,0,16,20,29,4,1,2,5
1,4,27,49,27,2,2,3,5
4,5,7,75,38,9,4,0,5
1,0,3,46,49,4,1,1,5
1,5,9,37,65,6,1,1,5
1,6,19,49,4,8,3,3,5
5,6,19,101,77,2,6,3,5
2,1,16,59,60,8,5,4,5
3,5,3,33,16,0,1,3,5
0,3,10,16,16,2,4,1,5
0,10,19,0,59,1,3,2,5
4,8,19,64,49,5,1,1,5
1,1,2,43,6,2,5,3,5
1,8,22,7,5,4,0,3,5
4,0,12,105,29,4,1,2,5
2,3,5,20,3,4,2,3,5
1,0,18,10,1,3,1,0,5
0,1,12,3,18,0,3,4,5
1,9,42,20,14,2,3,2,5
3,6,18,62,25,7,1,3,5
7,5,7,96,61,1,5,3,5
1,2,1,112,29,6,2,2,5
3,1,2,35,20,0,2,1,5
4,15,48,36,24,5,0,2,5
6,10,14,5,8,2,4,3,5
3,4,3,80,3,3,5,6,5
1,3,27,10,11,12,4,0,5
6,1,3,10,13,11,1,3,5
4,9,34,60,18,11,4,3,5
1,2,13,8,23,3,2,2,5
4,8,34,97,9,5,4,3,5
1,1,18,92,14,2,1,1,5
1,0,9,27,25,0,3,0,5
2,3,19,19,3,0,2,4,5
1,2,19,88,32,13,3,1,5
0,6,12,56,29,1,1,1,5
2,11,20,50,48,8,1,1,5
0,0,38,60,22,4,0,1,5
2,3,16,105,18,6,3,1,5
4,5,13,72,18,6,3,2,5
6,12,32,8,7,4,4,1,5
2,2,7,103,0,1,3,2,5
1,5,50,74,24,2,1,0,5
7,17,14,82,22,3,1,4,5
6,20,30,44,7,4,4,5,5
3,7,7,92,13,2,0,1,5
4,6,17,34,8,1,1,1,5
1,9,9,84,6,2,2,0,5
1,9,21,36,0,3,0,0,5
1,6,15,35,12,4,1,1,5
3,9,7,20,23,1,4,4,5
3,6,11,63,80,2,0,2,5
5,2,22,57,7,10,4,1,5
3,14,20,121,21,5,1,4,5
13,44,72,108,30,17,7,10,5
2,2,9,96,37,5,3,1,5
3,5,7,63,2,3,3,2,5
2,7,5,5,44,3,1,1,5
